frame,time_s,left_h_m,left_h_raw_m,left_conf,right_h_m,right_h_raw_m,right_conf
403,6.7167,2.0007,2.0011,0.946,2.0008,2.0017,0.782
404,6.7333,2.0007,2.001,0.952,1.9986,1.9977,0.781
405,6.75,2.0008,2.001,0.952,1.9971,1.9976,0.781
406,6.7667,2.0008,2.0007,0.96,1.9953,1.9937,0.779
407,6.7833,2.0008,2.0007,0.96,1.9939,1.9937,0.778
408,6.8,2.0008,2.0007,0.962,1.9923,1.9914,0.782
409,6.8167,2.0008,2.0007,0.962,1.9911,1.9915,0.782
410,6.8333,2.0009,2.0007,0.958,1.9897,1.9889,0.772
411,6.85,2.001,2.0007,0.958,1.9888,1.9889,0.771
412,6.8667,2.0011,2.0011,0.95,1.9877,1.9871,0.765
413,6.8833,2.0013,2.0011,0.95,1.9869,1.9871,0.764
414,6.9,2.0014,2.0016,0.943,1.986,1.9851,0.766
415,6.9167,2.0015,2.0016,0.943,1.9854,1.9851,0.765
416,6.9333,2.0018,2.0021,0.932,1.9848,1.9843,0.771
417,6.95,2.002,2.0021,0.932,1.9844,1.9843,0.771
418,6.9667,2.0023,2.0016,0.921,1.9839,1.9835,0.765
419,6.9833,2.0026,2.0016,0.921,1.9838,1.9834,0.764
420,7.0,2.0028,2.0033,0.909,1.9836,1.9832,0.743
421,7.0167,2.003,2.0033,0.909,1.9835,1.9832,0.743
422,7.0333,2.0032,2.004,0.915,1.9834,1.9835,0.72
423,7.05,2.0034,2.004,0.915,1.9834,1.9835,0.72
424,7.0667,2.0036,2.0037,0.919,1.9835,1.9834,0.698
425,7.0833,2.0035,2.0037,0.919,1.9836,1.9833,0.697
426,7.1,2.0035,2.0035,0.917,1.9838,1.9837,0.676
427,7.1167,2.0035,2.0035,0.917,1.9841,1.9837,0.676
428,7.1333,2.0034,2.003,0.911,1.9845,1.9839,0.663
429,7.15,2.0033,2.003,0.911,1.9849,1.9839,0.663
430,7.1667,2.0031,2.0034,0.908,1.9855,1.9857,0.645
431,7.1833,2.003,2.0034,0.907,1.986,1.9856,0.645
432,7.2,2.0027,2.0029,0.906,1.9866,1.9874,0.631
433,7.2167,2.0025,2.0029,0.906,1.9872,1.9873,0.631
434,7.2333,2.0022,2.0024,0.904,1.9878,1.9884,0.612
435,7.25,2.0018,2.0023,0.904,1.9882,1.9884,0.611
436,7.2667,2.0015,2.0009,0.906,1.9886,1.9892,0.592
437,7.2833,2.0012,2.0009,0.906,1.9889,1.9892,0.592
438,7.3,2.001,2.0002,0.914,1.9889,1.9893,0.588
439,7.3167,2.0009,2.0002,0.914,1.9889,1.9893,0.588
440,7.3333,2.0008,2.0006,0.912,1.9889,1.9893,0.59
441,7.35,2.0009,2.0006,0.912,1.9888,1.9893,0.59
442,7.3667,2.0009,2.001,0.912,1.9887,1.9882,0.586
443,7.3833,2.001,2.001,0.912,1.9887,1.9882,0.586
444,7.4,2.0012,2.0017,0.909,1.9886,1.9881,0.578
445,7.4167,2.0012,2.0017,0.909,1.9886,1.9881,0.579
446,7.4333,2.0013,2.0011,0.905,1.9889,1.9887,0.573
447,7.45,2.0013,2.0011,0.905,1.9892,1.9887,0.572
448,7.4667,2.0013,2.0014,0.903,1.9897,1.9891,0.577
449,7.4833,2.0012,2.0014,0.903,1.9901,1.9891,0.576
450,7.5,2.0012,2.0009,0.916,1.9907,1.9915,0.576
451,7.5167,2.0012,2.0009,0.916,1.9911,1.9915,0.576
452,7.5333,2.0011,2.0012,0.934,1.9915,1.9922,0.57
453,7.55,2.001,2.0012,0.935,1.9918,1.9922,0.569
454,7.5667,2.0008,2.0012,0.947,1.9921,1.9929,0.565
455,7.5833,2.0007,2.0012,0.947,1.9921,1.9928,0.565
456,7.6,2.0007,2.0003,0.949,1.9921,1.9922,0.574
457,7.6167,2.0006,2.0003,0.949,1.9921,1.9921,0.575
458,7.6333,2.0007,2.0,0.943,1.9922,1.9914,0.582
459,7.65,2.0007,2.0,0.943,1.9923,1.9914,0.581
460,7.6667,2.0008,2.0007,0.942,1.9924,1.992,0.582
461,7.6833,2.001,2.0007,0.942,1.9927,1.9919,0.582
462,7.7,2.0011,2.0016,0.937,1.993,1.9933,0.583
463,7.7167,2.0013,2.0017,0.936,1.9934,1.9933,0.583
464,7.7333,2.0014,2.0019,0.934,1.9937,1.9942,0.594
465,7.75,2.0015,2.0019,0.934,1.994,1.9942,0.593
466,7.7667,2.0017,2.0014,0.928,1.9942,1.995,0.599
467,7.7833,2.0018,2.0014,0.927,1.9944,1.995,0.598
468,7.8,2.0019,2.0015,0.929,1.9946,1.9944,0.596
469,7.8167,2.002,2.0015,0.929,1.9948,1.9943,0.596
470,7.8333,2.0021,2.0023,0.929,1.9949,1.9943,0.597
471,7.85,2.0023,2.0023,0.929,1.995,1.9944,0.596
472,7.8667,2.0025,2.0029,0.931,1.9951,1.9955,0.598
473,7.8833,2.0027,2.0029,0.931,1.9953,1.9956,0.599
474,7.9,2.0029,2.003,0.93,1.9956,1.996,0.608
475,7.9167,2.003,2.003,0.93,1.9958,1.9959,0.608
476,7.9333,2.0032,2.003,0.927,1.9959,1.9959,0.607
477,7.95,2.0033,2.0031,0.927,1.9959,1.9959,0.607
478,7.9667,2.0033,2.0035,0.927,1.9958,1.9965,0.61
479,7.9833,2.0034,2.0035,0.927,1.9958,1.9965,0.61
480,8.0,2.0034,2.0037,0.927,1.9957,1.9952,0.61
481,8.0167,2.0034,2.0037,0.927,1.9957,1.9952,0.61
482,8.0333,2.0033,2.0036,0.925,1.9954,1.9955,0.612
483,8.05,2.0032,2.0036,0.924,1.995,1.9954,0.612
484,8.0667,2.0031,2.003,0.918,1.9945,1.9954,0.618
485,8.0833,2.0029,2.003,0.918,1.9941,1.9954,0.619
486,8.1,2.0028,2.0024,0.909,1.9937,1.9933,0.627
487,8.1167,2.0026,2.0024,0.909,1.9931,1.9933,0.626
488,8.1333,2.0025,2.0022,0.909,1.9926,1.9919,0.63
489,8.15,2.0024,2.0023,0.909,1.992,1.9919,0.63
490,8.1667,2.0024,2.0023,0.913,1.9914,1.9908,0.627
491,8.1833,2.0024,2.0023,0.913,1.991,1.9908,0.627
492,8.2,2.0024,2.0025,0.919,1.9903,1.9904,0.622
493,8.2167,2.0024,2.0025,0.919,1.9898,1.9904,0.622
494,8.2333,2.0023,2.0028,0.925,1.9893,1.9897,0.605
495,8.25,2.0022,2.0028,0.925,1.9888,1.9897,0.605
496,8.2667,2.0021,2.0019,0.929,1.9883,1.9874,0.589
497,8.2833,2.002,2.0019,0.929,1.9879,1.9874,0.588
498,8.3,2.0018,2.0017,0.933,1.9872,1.9869,0.578
499,8.3167,2.0016,2.0017,0.933,1.9867,1.9869,0.577
500,8.3333,2.0014,2.0012,0.941,1.986,1.9863,0.565
501,8.35,2.0013,2.0012,0.941,1.9856,1.9863,0.565
502,8.3667,2.0011,2.001,0.943,1.9849,1.9846,0.563
503,8.3833,2.001,2.001,0.943,1.9843,1.9846,0.563
504,8.4,2.0009,2.001,0.95,1.9836,1.9836,0.558
505,8.4167,2.0008,2.001,0.949,1.9831,1.9836,0.557
506,8.4333,2.0008,2.0003,0.954,1.9824,1.9813,0.548
507,8.45,2.0008,2.0003,0.954,1.9819,1.9813,0.548
508,8.4667,2.0007,2.0007,0.954,1.9813,1.9814,0.546
509,8.4833,2.0007,2.0006,0.953,1.9807,1.9815,0.545
510,8.5,2.0007,2.0009,0.947,1.9799,1.9801,0.542
511,8.5167,2.0008,2.0009,0.947,1.9794,1.9801,0.543
512,8.5333,2.001,2.0008,0.94,1.9788,1.979,0.541
513,8.55,2.0011,2.0008,0.94,1.9782,1.9777,0.541
514,8.5667,2.0015,2.001,0.929,1.9776,1.9768,0.554
515,8.5833,2.0018,2.0011,0.928,1.9771,1.9768,0.554
516,8.6,2.0022,2.0019,0.913,1.9766,1.976,0.562
517,8.6167,2.0026,2.0019,0.913,1.9763,1.976,0.562
518,8.6333,2.003,2.0039,0.906,1.976,1.9757,0.583
519,8.65,2.0033,2.0039,0.906,1.9759,1.9757,0.582
520,8.6667,2.0037,2.0044,0.911,1.9758,1.9761,0.597
521,8.6833,2.0039,2.0044,0.911,1.9759,1.9761,0.597
522,8.7,2.0042,2.0042,0.913,1.9761,1.9753,0.588
523,8.7167,2.0042,2.0042,0.913,1.9763,1.9753,0.588
524,8.7333,2.0042,2.0042,0.911,1.9767,1.9763,0.586
525,8.75,2.0041,2.0042,0.91,1.977,1.9763,0.585
526,8.7667,2.004,2.0042,0.914,1.9776,1.9777,0.577
527,8.7833,2.0039,2.0042,0.914,1.9782,1.9777,0.577
528,8.8,2.0039,2.0036,0.913,1.9793,1.9792,0.57
529,8.8167,2.0038,2.0036,0.913,1.9803,1.9792,0.569
530,8.8333,2.0037,2.0035,0.911,1.9816,1.9812,0.565
531,8.85,2.0037,2.0035,0.911,1.9828,1.9812,0.564
532,8.8667,2.0036,2.0037,0.909,1.9843,1.9853,0.554
533,8.8833,2.0036,2.0036,0.908,1.9856,1.9853,0.553
534,8.9,2.0035,2.0036,0.91,1.9873,1.9879,0.555
535,8.9167,2.0034,2.0036,0.91,1.9889,1.9879,0.556
536,8.9333,2.0032,2.0035,0.912,1.9907,1.9913,0.555
537,8.95,2.003,2.0035,0.911,1.9921,1.9913,0.555
538,8.9667,2.0027,2.0026,0.909,1.9937,1.9947,0.543
539,8.9833,2.0025,2.0026,0.908,1.9951,1.9948,0.543
540,9.0,2.0022,2.0019,0.906,1.9968,1.9979,0.539
541,9.0167,2.002,2.0019,0.905,1.9982,1.9979,0.539
542,9.0333,2.0019,2.0014,0.908,2.0,1.9998,0.535
543,9.05,2.0019,2.0014,0.908,2.0014,1.9998,0.534
544,9.0667,2.0019,2.0014,0.909,2.0027,2.0039,0.536
545,9.0833,2.0019,2.0014,0.909,2.0037,2.004,0.536
546,9.1,2.002,2.0024,0.911,2.0048,2.0073,0.538
547,9.1167,2.0021,2.0024,0.911,2.0058,2.0073,0.538
548,9.1333,2.0023,2.0025,0.913,2.0068,2.0065,0.544
549,9.15,2.0025,2.0025,0.913,2.0074,2.0065,0.544
550,9.1667,2.0025,2.0026,0.913,2.008,2.0083,0.549
551,9.1833,2.0023,2.0026,0.913,2.0083,2.0083,0.549
552,9.2,2.0023,2.0028,0.911,2.0093,2.0092,0.55
553,9.2167,2.0021,2.0028,0.911,2.0104,2.0093,0.549
554,9.2333,2.0021,2.0014,0.922,2.0116,2.0095,0.548
555,9.25,2.002,2.0014,0.922,2.0126,2.0095,0.548
556,9.2667,2.0019,2.0016,0.945,2.0137,2.0165,0.527
557,9.2833,2.0018,2.0016,0.945,2.0147,2.0166,0.528
558,9.3,2.0016,2.002,0.957,2.0151,2.0174,0.52
559,9.3167,2.0016,2.002,0.957,2.0154,2.0174,0.52
560,9.3333,2.0016,2.0017,0.954,2.0156,2.0182,0.52
561,9.35,2.0015,2.0017,0.954,2.0151,2.0182,0.52
562,9.3667,2.0013,2.0013,0.942,2.0144,2.0123,0.518
563,9.3833,2.001,2.0013,0.942,2.0136,2.0122,0.517
564,9.4,2.0007,2.0009,0.922,2.0127,2.0116,0.534
565,9.4167,2.0005,2.0009,0.922,2.0117,2.0116,0.532
566,9.4333,2.0003,1.9998,0.92,2.0107,2.0103,0.546
567,9.45,2.0001,1.9998,0.92,2.0104,2.0103,0.546
568,9.4667,1.9999,1.9994,0.921,2.01,2.0093,0.545
569,9.4833,1.9997,1.9994,0.921,2.0097,2.0093,0.545
570,9.5,1.9996,1.9995,0.922,2.0092,2.0093,0.545
571,9.5167,1.9996,1.9995,0.922,2.009,2.0093,0.545
572,9.5333,1.9997,1.9995,0.917,2.0087,2.0088,0.543
573,9.55,1.9998,1.9995,0.917,2.0085,2.0088,0.543
574,9.5667,2.0,1.9997,0.92,2.0085,2.0078,0.56
575,9.5833,2.0001,1.9997,0.92,2.0086,2.0078,0.56
576,9.6,2.0003,2.0008,0.92,2.0088,2.0077,0.569
577,9.6167,2.0004,2.0008,0.919,2.0091,2.0077,0.568
578,9.6333,2.0006,2.0008,0.925,2.0095,2.0097,0.566
579,9.65,2.0007,2.0008,0.924,2.0101,2.0098,0.566
580,9.6667,2.0009,2.0009,0.929,2.0108,2.0115,0.559
581,9.6833,2.0009,2.0009,0.929,2.0115,2.0115,0.557
582,9.7,2.0009,2.001,0.928,2.0122,2.0124,0.559
583,9.7167,2.001,2.001,0.928,2.0126,2.0124,0.558
584,9.7333,2.0009,2.0011,0.933,2.0129,2.0143,0.58
585,9.75,2.0009,2.0011,0.932,2.0131,2.0143,0.579
586,9.7667,2.0009,2.001,0.938,2.0133,2.0135,0.591
587,9.7833,2.0008,2.001,0.937,2.0134,2.0135,0.591
588,9.8,2.0008,2.0007,0.942,2.0139,2.013,0.59
589,9.8167,2.0008,2.0007,0.942,2.0142,2.013,0.589
590,9.8333,2.0008,2.0004,0.947,2.0146,2.0132,0.569
591,9.85,2.0008,2.0004,0.947,2.0151,2.0132,0.569
592,9.8667,2.0007,2.0009,0.948,2.0156,2.0172,0.58
593,9.8833,2.0006,2.0009,0.948,2.0161,2.0172,0.58
594,9.9,2.0005,2.0009,0.953,2.0165,2.0177,0.577
595,9.9167,2.0004,2.0009,0.953,2.0168,2.0177,0.577
596,9.9333,2.0004,2.0,0.961,2.0172,2.0181,0.574
597,9.95,2.0002,2.0,0.961,2.0171,2.0181,0.573
598,9.9667,2.0001,1.9999,0.964,2.0171,2.0161,0.576
599,9.9833,2.0,1.9999,0.964,2.0171,2.0161,0.576
600,10.0,2.0,1.9998,0.972,2.0172,2.0165,0.581
601,10.0167,2.0,1.9998,0.972,2.0174,2.0165,0.58
602,10.0333,2.0001,2.0001,0.975,2.0178,2.0172,0.564
603,10.05,2.0002,2.0001,0.975,2.0185,2.0172,0.564
604,10.0667,2.0002,2.0004,0.967,2.0188,2.0193,0.57
605,10.0833,2.0002,2.0004,0.967,2.019,2.0193,0.57
606,10.1,2.0003,2.0007,0.968,2.0193,2.0223,0.565
607,10.1167,2.0003,2.0007,0.969,2.0194,2.0223,0.565
608,10.1333,2.0003,2.0001,0.978,2.0195,2.0186,0.567
609,10.15,2.0003,2.0001,0.977,2.0194,2.0186,0.567
610,10.1667,2.0002,2.0002,0.981,2.0189,2.0185,0.579
611,10.1833,2.0001,2.0002,0.981,2.018,2.0185,0.579
612,10.2,2.0001,2.0001,0.981,2.0168,2.0184,0.598
613,10.2167,2.0001,2.0,0.981,2.0161,2.0184,0.599
614,10.2333,2.0001,1.9998,0.981,2.015,2.0145,0.588
615,10.25,2.0002,1.9998,0.981,2.0139,2.0145,0.588
616,10.2667,2.0002,2.0004,0.977,2.0124,2.0116,0.575
617,10.2833,2.0002,2.0004,0.977,2.011,2.0116,0.575
618,10.3,2.0002,2.0003,0.976,2.0097,2.0089,0.577
619,10.3167,2.0002,2.0003,0.976,2.0089,2.0088,0.577
620,10.3333,2.0002,2.0002,0.972,2.0073,2.0052,0.574
621,10.35,2.0001,2.0002,0.972,2.006,2.0052,0.574
622,10.3667,2.0001,2.0,0.969,2.0034,2.0071,0.561
623,10.3833,2.0001,2.0,0.969,2.001,2.0071,0.561
624,10.4,2.0001,1.9998,0.967,1.9978,2.0002,0.537
625,10.4167,2.0002,1.9998,0.967,1.995,2.0002,0.537
626,10.4333,2.0002,2.0001,0.963,1.9911,1.9875,0.516
627,10.45,2.0003,2.0001,0.963,1.987,1.9875,0.516
628,10.4667,2.0003,2.0008,0.959,1.9826,1.9799,0.501
629,10.4833,2.0004,2.0008,0.959,1.979,1.9799,0.501
630,10.5,2.0005,2.0005,0.956,1.9741,1.9702,0.497
631,10.5167,2.0005,2.0005,0.956,1.9707,1.9702,0.497
632,10.5333,2.0006,2.0006,0.949,1.9659,1.9676,0.509
633,10.55,2.0005,2.0006,0.949,1.962,1.9676,0.508
634,10.5667,2.0006,2.0004,0.939,1.957,1.9565,0.508
635,10.5833,2.0006,2.0004,0.938,1.9532,1.9565,0.509
636,10.6,2.0008,2.0005,0.923,1.9483,1.9447,0.524
637,10.6167,2.0009,2.0005,0.923,1.9437,1.9446,0.523
638,10.6333,2.0011,2.0012,0.91,1.9383,1.9354,0.519
639,10.65,2.0013,2.0012,0.91,1.9341,1.9354,0.518
640,10.6667,2.0016,2.0019,0.908,1.9292,1.9263,0.51
641,10.6833,2.0018,2.0019,0.908,1.9257,1.9263,0.51
642,10.7,2.002,2.0023,0.909,1.9214,1.9188,0.5
643,10.7167,2.0021,2.0024,0.909,1.9182,1.9188,0.501
644,10.7333,2.0023,2.0024,0.909,1.9146,1.9127,0.49
645,10.75,2.0024,2.0024,0.909,1.9121,1.9127,0.49
646,10.7667,2.0025,2.0022,0.909,1.9093,1.9063,0.488
647,10.7833,2.0026,2.0022,0.908,1.9073,1.9063,0.488
648,10.8,2.0027,2.0029,0.906,1.9054,1.9034,0.494
649,10.8167,2.0029,2.0028,0.906,1.9041,1.9033,0.493
650,10.8333,2.0031,2.0029,0.906,1.9031,1.9012,0.504
651,10.85,2.0034,2.0029,0.906,1.9027,1.9012,0.503
652,10.8667,2.0036,2.0039,0.905,1.9029,1.9013,0.521
653,10.8833,2.0038,2.0039,0.904,1.9035,1.9013,0.521
654,10.9,2.0039,2.0045,0.896,1.9046,1.9033,0.529
655,10.9167,2.0041,2.0045,0.896,1.906,1.9033,0.528
656,10.9333,2.0042,2.0045,0.895,1.9081,1.9081,0.542
657,10.95,2.0041,2.0045,0.895,1.9102,1.9081,0.542
658,10.9667,2.004,2.0041,0.896,1.9133,1.9137,0.543
659,10.9833,2.0039,2.0041,0.896,1.9162,1.9137,0.542
660,11.0,2.0036,2.0036,0.895,1.92,1.9202,0.526
661,11.0167,2.0032,2.0036,0.895,1.9233,1.9202,0.526
662,11.0333,2.0029,2.0031,0.897,1.9278,1.9293,0.548
663,11.05,2.0027,2.0031,0.897,1.9317,1.9293,0.547
664,11.0667,2.0024,2.0016,0.895,1.9369,1.9375,0.562
665,11.0833,2.0021,2.0016,0.894,1.9413,1.9375,0.562
666,11.1,2.0017,2.0018,0.891,1.9473,1.9487,0.559
667,11.1167,2.0014,2.0018,0.891,1.9524,1.9487,0.559
668,11.1333,2.0012,2.0012,0.89,1.9592,1.9604,0.532
669,11.15,2.0011,2.0012,0.89,1.9652,1.9604,0.531
670,11.1667,2.0008,2.0003,0.89,1.9726,1.9743,0.517
671,11.1833,2.0005,2.0003,0.89,1.9789,1.9744,0.516
672,11.2,2.0002,2.0008,0.886,1.9863,1.991,0.5
673,11.2167,2.0001,2.0008,0.886,1.9925,1.9912,0.5
674,11.2333,1.9999,1.9989,0.877,1.9999,2.0048,0.476
675,11.25,1.9999,1.999,0.877,2.0057,2.0048,0.474
676,11.2667,1.9998,1.9998,0.902,2.0092,2.0159,0.467
677,11.2833,1.9998,1.9998,0.902,2.0109,2.0158,0.466
678,11.3,1.9997,1.9998,0.914,2.0135,2.0268,0.46
679,11.3167,1.9998,1.9997,0.914,2.0146,2.0268,0.46
680,11.3333,1.9999,2.0001,0.912,2.0171,2.0061,0.473
681,11.35,2.0,2.0001,0.912,2.0183,2.0059,0.472
682,11.3667,2.0001,2.0,0.905,2.0206,2.0147,0.48
683,11.3833,2.0003,2.0,0.905,2.0217,2.0147,0.48
684,11.4,2.0001,2.0002,0.884,2.0234,2.027,0.474
685,11.4167,1.9998,2.0002,0.884,2.0274,2.027,0.474
686,11.4333,1.9994,2.0011,0.861,2.0318,2.0367,0.466
687,11.45,1.9991,2.0011,0.861,2.0353,2.0368,0.466
688,11.4667,1.9985,1.9977,0.856,2.039,2.0419,0.466
689,11.4833,1.9978,1.9977,0.856,2.0414,2.0419,0.466
690,11.5,1.9972,1.9969,0.84,2.0439,2.0461,0.459
691,11.5167,1.9965,1.9969,0.839,2.0453,2.0461,0.459
692,11.5333,1.9958,1.9944,0.832,2.0464,2.0478,0.44
693,11.55,1.9954,1.9944,0.832,2.047,2.048,0.439
694,11.5667,1.9952,1.9948,0.826,2.0477,2.0495,0.428
695,11.5833,1.995,1.9948,0.825,2.0479,2.0496,0.428
696,11.6,1.9949,1.9945,0.818,2.0482,2.0468,0.441
697,11.6167,1.995,1.9946,0.817,2.0506,2.0469,0.442
698,11.6333,1.9951,1.9955,0.814,2.0532,2.0484,0.469
699,11.65,1.9952,1.9955,0.813,2.0555,2.0484,0.469
700,11.6667,1.9952,1.9955,0.811,2.0573,2.0483,0.474
701,11.6833,1.9952,1.9955,0.811,2.0593,2.0697,0.474
702,11.7,1.9953,1.9953,0.809,2.061,2.0707,0.498
703,11.7167,1.9953,1.9953,0.809,2.0625,2.0708,0.498
704,11.7333,1.9953,1.9951,0.808,2.0637,2.0654,0.5
705,11.75,1.9953,1.995,0.808,2.0649,2.0654,0.499
706,11.7667,1.9953,1.9951,0.807,2.0631,2.062,0.497
707,11.7833,1.9953,1.9951,0.807,2.0613,2.0621,0.497
708,11.8,1.9954,1.9955,0.806,2.0589,2.0589,0.475
709,11.8167,1.9955,1.9955,0.806,2.0572,2.0591,0.473
710,11.8333,1.9956,1.9957,0.805,2.0548,2.0538,0.469
711,11.85,1.9958,1.9957,0.804,2.0528,2.0539,0.469
712,11.8667,1.9959,1.996,0.803,2.0501,2.0497,0.495
713,11.8833,1.996,1.996,0.803,2.0477,2.0497,0.495
714,11.9,1.9962,1.9962,0.804,2.0446,2.0442,0.505
715,11.9167,1.9964,1.9962,0.804,2.0421,2.0442,0.503
716,11.9333,1.9965,1.9963,0.801,2.0388,2.0375,0.521
717,11.95,1.9967,1.9963,0.8,2.0358,2.0375,0.52
718,11.9667,1.9968,1.9973,0.802,2.0318,2.0313,0.531
719,11.9833,1.997,1.9973,0.802,2.0284,2.0313,0.53
720,12.0,1.9971,1.9972,0.802,2.0247,2.0235,0.531
721,12.0167,1.9972,1.9972,0.802,2.0217,2.0235,0.531
722,12.0333,1.9973,1.9974,0.8,2.018,2.0132,0.538
723,12.05,1.9973,1.9975,0.8,2.015,2.0133,0.538
724,12.0667,1.9973,1.9974,0.794,2.0113,2.0107,0.548
725,12.0833,1.9974,1.9974,0.794,2.0085,2.0107,0.548
726,12.1,1.9974,1.9969,0.791,2.0053,2.0042,0.545
727,12.1167,1.9974,1.9976,0.791,2.0033,2.0042,0.545
728,12.1333,1.9973,1.9973,0.793,2.001,1.9982,0.546
729,12.15,1.9972,1.9973,0.793,1.999,1.9982,0.545
730,12.1667,1.997,1.9973,0.797,1.9968,1.9949,0.533
731,12.1833,1.9968,1.9973,0.797,1.9954,1.9948,0.534
732,12.2,1.9966,1.9966,0.798,1.9937,1.9928,0.534
733,12.2167,1.9964,1.9966,0.798,1.9928,1.9929,0.534
734,12.2333,1.9962,1.9959,0.8,1.9918,1.9911,0.524
735,12.25,1.996,1.9959,0.8,1.9912,1.991,0.523
736,12.2667,1.9961,1.9954,0.799,1.9905,1.9897,0.524
737,12.2833,1.9963,1.9954,0.799,1.9901,1.9896,0.523
738,12.3,1.9964,1.9955,0.793,1.9899,1.9893,0.519
739,12.3167,1.9966,1.9954,0.794,1.9898,1.9892,0.519
740,12.3333,1.9968,1.9982,0.802,1.9898,1.9893,0.519
741,12.35,1.9971,1.9982,0.802,1.99,1.9893,0.518
742,12.3667,1.9975,1.9979,0.812,1.9902,1.9903,0.525
743,12.3833,1.9978,1.9978,0.812,1.9903,1.9905,0.524
744,12.4,1.9982,1.9976,0.81,1.9905,1.9914,0.516
745,12.4167,1.9983,1.9976,0.81,1.9905,1.9914,0.516
746,12.4333,1.9984,1.9989,0.812,1.9905,1.991,0.505
747,12.45,1.9986,1.9989,0.811,1.9904,1.9909,0.505
748,12.4667,1.9987,1.999,0.81,1.9903,1.9902,0.507
749,12.4833,1.9989,1.999,0.81,1.9901,1.99,0.506
750,12.5,1.999,1.9992,0.807,1.9901,1.9891,0.48
751,12.5167,1.9991,1.9992,0.807,1.9902,1.9891,0.479
752,12.5333,1.9992,1.9992,0.806,1.9903,1.9898,0.451
753,12.55,1.9994,1.9992,0.806,1.9904,1.9898,0.451
754,12.5667,1.9995,1.999,0.804,1.9904,1.9914,0.454
755,12.5833,1.9996,1.999,0.804,1.9905,1.9915,0.453
756,12.6,1.9996,2.0004,0.805,1.9904,1.9915,0.467
757,12.6167,1.9997,2.0005,0.805,1.9901,1.9915,0.466
758,12.6333,1.9999,1.9998,0.807,1.9896,1.99,0.493
759,12.65,2.0001,1.9998,0.807,1.989,1.99,0.494
760,12.6667,2.0004,1.9998,0.819,1.988,1.9877,0.534
761,12.6833,2.0005,1.9998,0.818,1.987,1.9877,0.534
762,12.7,2.0007,2.0009,0.826,1.986,1.9854,0.558
763,12.7167,2.001,2.0009,0.826,1.9851,1.9855,0.558
764,12.7333,2.0013,2.0016,0.822,1.9842,1.9828,0.555
765,12.75,2.0016,2.0016,0.822,1.9836,1.9828,0.554
766,12.7667,2.0019,2.0024,0.82,1.983,1.9821,0.531
767,12.7833,2.002,2.0025,0.82,1.9827,1.982,0.53
768,12.8,2.0022,2.0024,0.815,1.9823,1.9821,0.516
769,12.8167,2.0022,2.0024,0.815,1.9822,1.982,0.515
770,12.8333,2.0022,2.0023,0.807,1.9821,1.9824,0.525
771,12.85,2.002,2.0023,0.807,1.9821,1.9824,0.526
772,12.8667,2.0018,2.0018,0.803,1.982,1.9818,0.517
773,12.8833,2.0015,2.0018,0.803,1.9819,1.9818,0.516
774,12.9,2.0012,2.0013,0.802,1.9817,1.9822,0.524
775,12.9167,2.001,2.0013,0.802,1.9814,1.9822,0.523
776,12.9333,2.0008,2.0,0.801,1.9811,1.981,0.523
777,12.95,2.0006,2.0,0.8,1.9808,1.9809,0.523
778,12.9667,2.0003,2.0001,0.8,1.9802,1.98,0.532
779,12.9833,2.0,2.0001,0.8,1.9796,1.98,0.531
780,13.0,1.9996,2.0003,0.798,1.9782,1.9795,0.544
781,13.0167,1.9994,2.0003,0.798,1.977,1.9795,0.545
782,13.0333,1.9991,1.9989,0.794,1.9755,1.9767,0.537
783,13.05,1.9989,1.9989,0.794,1.974,1.9767,0.537
784,13.0667,1.9987,1.9978,0.785,1.9724,1.9697,0.542
785,13.0833,1.9985,1.9978,0.784,1.9708,1.9697,0.542
786,13.1,1.9984,1.9981,0.776,1.9687,1.9673,0.534
787,13.1167,1.9985,1.9981,0.775,1.9669,1.9673,0.535
788,13.1333,1.9989,1.9982,0.769,1.9647,1.965,0.541
789,13.15,1.9994,1.9982,0.769,1.9633,1.965,0.541
790,13.1667,1.9995,1.9995,0.767,1.9614,1.9607,0.544
791,13.1833,1.9996,1.9995,0.767,1.9598,1.9607,0.543
792,13.2,1.9998,2.0027,0.758,1.9579,1.9572,0.539
793,13.2167,1.9999,2.0027,0.758,1.9562,1.9572,0.538
794,13.2333,2.0001,1.9988,0.753,1.9543,1.9525,0.535
795,13.25,2.0001,1.9988,0.753,1.953,1.9525,0.534
796,13.2667,2.0001,1.9994,0.749,1.9517,1.9499,0.529
797,13.2833,1.9998,1.9995,0.749,1.9507,1.9499,0.529
798,13.3,1.9994,1.9996,0.748,1.9498,1.9486,0.532
799,13.3167,1.9995,1.9996,0.748,1.9494,1.9486,0.531
800,13.3333,1.9997,1.9997,0.748,1.9491,1.9486,0.528
801,13.35,1.9997,1.9998,0.748,1.9491,1.9486,0.527
802,13.3667,2.0001,1.9997,0.749,1.9493,1.9488,0.532
803,13.3833,2.0005,1.9996,0.749,1.9496,1.9489,0.53
804,13.4,2.0008,1.9998,0.758,1.9504,1.9501,0.526
805,13.4167,2.001,1.9999,0.757,1.9513,1.9501,0.525
806,13.4333,2.0011,2.0032,0.764,1.9524,1.9515,0.519
807,13.45,2.0012,2.0032,0.763,1.9535,1.9514,0.519
808,13.4667,2.0013,2.0021,0.79,1.955,1.956,0.523
809,13.4833,2.0014,2.002,0.79,1.9565,1.956,0.522
