frame,time_s,left_h_m,left_h_raw_m,left_conf,right_h_m,right_h_raw_m,right_conf
810,13.5,2.0015,2.0003,0.809,1.9586,1.9586,0.524
811,13.5167,2.0011,2.0004,0.809,1.9606,1.9587,0.523
812,13.5333,2.0006,2.0009,0.821,1.9631,1.963,0.535
813,13.55,2.0002,2.0009,0.821,1.9651,1.963,0.535
814,13.5667,1.9998,2.0002,0.823,1.9681,1.9691,0.534
815,13.5833,1.9996,2.0002,0.823,1.9708,1.9691,0.533
816,13.6,1.9995,1.9985,0.823,1.9745,1.9743,0.535
817,13.6167,1.9994,1.9985,0.823,1.9778,1.9743,0.534
818,13.6333,1.9994,1.9983,0.82,1.9821,1.9826,0.536
819,13.65,1.9994,1.9983,0.82,1.9858,1.9827,0.536
820,13.6667,1.9995,1.9999,0.816,1.9907,1.9924,0.531
821,13.6833,1.9998,1.9999,0.816,1.9949,1.9924,0.53
822,13.7,2.0002,2.0006,0.816,1.9968,2.0023,0.509
823,13.7167,2.0005,2.0006,0.816,1.9977,2.0023,0.508
824,13.7333,2.0008,2.0011,0.815,1.9994,2.0127,0.502
825,13.75,2.0008,2.0012,0.816,2.0,2.0128,0.5
826,13.7667,2.0009,2.0017,0.808,2.0014,1.9909,0.458
827,13.7833,2.0008,2.0018,0.808,2.0017,1.9907,0.459
828,13.8,2.0008,2.0004,0.808,2.007,1.9978,0.443
829,13.8167,2.0008,2.0004,0.808,2.0111,1.9979,0.441
830,13.8333,2.0007,2.0002,0.811,2.0154,2.0051,0.416
831,13.85,2.0007,2.0001,0.811,2.0222,2.0051,0.415
832,13.8667,2.0002,2.0006,0.798,2.0294,2.0497,0.394
833,13.8833,1.9998,2.0006,0.798,2.0359,2.0497,0.393
834,13.9,1.9994,2.0009,0.781,2.0425,2.0516,0.415
835,13.9167,1.9989,2.001,0.781,2.0483,2.0516,0.415
836,13.9333,1.9983,1.9974,0.779,2.0542,2.056,0.428
837,13.95,1.9977,1.9974,0.779,2.0552,2.0561,0.427
838,13.9667,1.9971,1.996,0.772,2.0563,2.0573,0.449
839,13.9833,1.9965,1.9961,0.772,2.0571,2.0573,0.448
840,14.0,1.9959,1.995,0.774,2.0579,2.0587,0.442
841,14.0167,1.9956,1.995,0.774,2.0583,2.0587,0.442
842,14.0333,1.9954,1.9955,0.774,2.0586,2.059,0.449
843,14.05,1.9953,1.9955,0.774,2.0587,2.0591,0.449
844,14.0667,1.9952,1.9951,0.774,2.0586,2.0591,0.475
845,14.0833,1.9953,1.995,0.774,2.0584,2.0592,0.474
846,14.1,1.9953,1.9954,0.776,2.0578,2.0585,0.509
847,14.1167,1.9953,1.9954,0.776,2.0572,2.0585,0.508
848,14.1333,1.9953,1.9953,0.779,2.056,2.0567,0.511
849,14.15,1.9953,1.9953,0.779,2.0547,2.0568,0.51
850,14.1667,1.9954,1.9954,0.779,2.0526,2.0536,0.501
851,14.1833,1.9954,1.9953,0.778,2.0505,2.0537,0.5
852,14.2,1.9954,1.9952,0.777,2.0476,2.0477,0.477
853,14.2167,1.9956,1.9952,0.777,2.0448,2.0477,0.477
854,14.2333,1.9957,1.9957,0.777,2.0412,2.04,0.487
855,14.25,1.9958,1.9958,0.777,2.0379,2.04,0.485
856,14.2667,1.996,1.9956,0.78,2.0338,2.0321,0.481
857,14.2833,1.9963,1.9964,0.78,2.0304,2.0321,0.481
858,14.3,1.9966,1.9964,0.787,2.0261,2.0239,0.485
859,14.3167,1.9969,1.9964,0.787,2.0226,2.024,0.484
860,14.3333,1.9971,1.9973,0.793,2.0179,2.0172,0.474
861,14.35,1.9973,1.9974,0.793,2.014,2.0172,0.474
862,14.3667,1.9973,1.9983,0.795,2.009,2.0086,0.493
863,14.3833,1.9973,1.9983,0.794,2.0049,2.0086,0.494
864,14.4,1.9972,1.9977,0.796,1.9995,1.9974,0.495
865,14.4167,1.997,1.9977,0.796,1.9949,1.9973,0.493
866,14.4333,1.9968,1.9964,0.79,1.9892,1.9867,0.524
867,14.45,1.9966,1.9965,0.79,1.9845,1.9868,0.524
868,14.4667,1.9963,1.9954,0.79,1.9784,1.9759,0.554
869,14.4833,1.996,1.9954,0.79,1.9736,1.9759,0.554
870,14.5,1.9958,1.9959,0.793,1.9678,1.9657,0.548
871,14.5167,1.9957,1.9959,0.792,1.9631,1.9657,0.548
872,14.5333,1.9958,1.9954,0.799,1.9576,1.9543,0.544
873,14.55,1.996,1.9954,0.799,1.9533,1.9543,0.544
874,14.5667,1.9962,1.9956,0.806,1.9481,1.9449,0.544
875,14.5833,1.9963,1.9956,0.806,1.944,1.9449,0.543
876,14.6,1.9963,1.9972,0.828,1.9393,1.9369,0.53
877,14.6167,1.9964,1.9972,0.828,1.9359,1.9368,0.53
878,14.6333,1.9969,1.9972,0.841,1.9321,1.9289,0.515
879,14.65,1.9973,1.9973,0.841,1.9293,1.9293,0.515
880,14.6667,1.9979,1.996,0.842,1.9264,1.9236,0.514
881,14.6833,1.9983,1.9961,0.842,1.9244,1.9236,0.514
882,14.7,1.9988,1.9995,0.829,1.9223,1.92,0.519
883,14.7167,1.9993,1.9995,0.829,1.9212,1.92,0.518
884,14.7333,1.9999,2.001,0.839,1.9202,1.9185,0.517
885,14.75,2.0006,2.001,0.839,1.9198,1.9186,0.517
886,14.7667,2.0013,2.0016,0.84,1.92,1.9186,0.529
887,14.7833,2.0015,2.0015,0.84,1.9205,1.9186,0.529
888,14.8,2.0016,2.0027,0.844,1.9216,1.9202,0.542
889,14.8167,2.0015,2.0027,0.844,1.9228,1.9202,0.541
890,14.8333,2.0014,2.0018,0.847,1.9249,1.925,0.543
891,14.85,2.0012,2.0018,0.846,1.9269,1.925,0.542
892,14.8667,2.001,2.0002,0.853,1.9299,1.9297,0.555
893,14.8833,2.0006,2.0002,0.852,1.9327,1.9297,0.554
894,14.9,2.0003,1.9999,0.861,1.9368,1.9371,0.564
895,14.9167,2.0002,1.9999,0.861,1.9403,1.937,0.564
896,14.9333,2.0,1.9996,0.874,1.9455,1.9453,0.554
897,14.95,2.0001,1.9996,0.874,1.9501,1.9452,0.554
898,14.9667,2.0002,2.0001,0.879,1.9565,1.957,0.548
899,14.9833,2.0003,2.0001,0.879,1.9622,1.9569,0.547
900,15.0,2.0003,2.0007,0.888,1.9695,1.9713,0.527
901,15.0167,2.0003,2.0007,0.888,1.9759,1.9713,0.526
902,15.0333,2.0003,2.0008,0.894,1.9836,1.9877,0.493
903,15.05,2.0002,2.0008,0.894,1.9901,1.9877,0.492
904,15.0667,2.0001,1.9999,0.906,1.9972,2.0031,0.482
905,15.0833,2.0,1.9999,0.906,2.0027,2.0031,0.481
906,15.1,1.9999,1.9994,0.912,2.0082,2.0145,0.467
907,15.1167,1.9998,1.9994,0.912,2.012,2.0147,0.466
908,15.1333,1.9996,1.9997,0.91,2.017,2.026,0.437
909,15.15,1.9996,1.9997,0.91,2.0203,2.0209,0.436
910,15.1667,1.9996,1.9996,0.908,2.0255,2.0213,0.417
911,15.1833,1.9997,1.9996,0.908,2.0294,2.0211,0.415
912,15.2,1.9996,1.9998,0.902,2.0333,2.033,0.373
913,15.2167,1.9995,1.9998,0.902,2.0365,2.0331,0.373
914,15.2333,1.9993,1.9997,0.907,2.0396,2.0495,0.364
915,15.25,1.9992,1.9997,0.907,2.0428,2.0496,0.364
916,15.2667,1.9989,1.9988,0.912,2.0502,2.0496,0.347
917,15.2833,1.9985,1.9988,0.912,2.0564,2.0496,0.347
918,15.3,1.9982,1.9982,0.915,2.0627,2.0496,0.343
919,15.3167,1.9979,1.9982,0.915,2.0671,2.0496,0.342
920,15.3333,1.9975,1.9968,0.917,2.0715,2.0884,0.351
921,15.35,1.9971,1.9968,0.917,2.0759,2.0883,0.35
922,15.3667,1.9969,1.9968,0.941,2.0801,2.0897,0.376
923,15.3833,1.9967,1.9968,0.941,2.0843,2.0897,0.376
924,15.4,1.9967,1.996,0.913,2.0883,2.0891,0.401
925,15.4167,1.9969,1.996,0.913,2.0881,2.0891,0.4
926,15.4333,1.9971,1.9966,0.906,2.0878,2.0873,0.413
927,15.45,1.9973,1.9966,0.905,2.0874,2.0873,0.413
928,15.4667,1.9975,1.9983,0.911,2.0862,2.0862,0.424
929,15.4833,1.9979,1.9982,0.911,2.0852,2.0861,0.425
930,15.5,1.9983,1.9984,0.908,2.0833,2.0858,0.462
931,15.5167,1.9986,1.9984,0.908,2.0816,2.0857,0.462
932,15.5333,1.9989,1.9993,0.909,2.0791,2.0794,0.484
933,15.55,1.999,1.9993,0.909,2.0768,2.0794,0.484
934,15.5667,1.9992,1.9996,0.908,2.0738,2.0722,0.487
935,15.5833,1.9993,1.9996,0.908,2.0708,2.0722,0.487
936,15.6,1.9994,1.9992,0.908,2.063,2.065,0.471
937,15.6167,1.9994,1.9992,0.908,2.0559,2.0651,0.47
938,15.6333,1.9995,1.9994,0.908,2.0477,2.0593,0.446
939,15.65,1.9995,1.9994,0.908,2.0402,2.0593,0.445
940,15.6667,1.9996,1.9995,0.908,2.0362,2.0154,0.445
941,15.6833,1.9997,1.9995,0.908,2.033,2.0153,0.445
942,15.7,1.9999,1.9997,0.911,2.0287,2.0053,0.43
943,15.7167,2.0,1.9997,0.911,2.0251,2.0053,0.43
944,15.7333,2.0002,2.0004,0.909,2.0203,2.0361,0.441
945,15.75,2.0003,2.0004,0.909,2.0204,2.0361,0.441
946,15.7667,2.0005,2.0008,0.906,2.0194,2.0264,0.473
947,15.7833,2.0007,2.0008,0.905,2.0196,2.0265,0.473
948,15.8,2.0008,2.0009,0.906,2.0186,2.0161,0.506
949,15.8167,2.0009,2.0009,0.906,2.0142,2.016,0.507
950,15.8333,2.0008,2.001,0.91,2.0088,2.0067,0.543
951,15.85,2.0008,2.001,0.91,2.0044,2.0068,0.543
952,15.8667,2.0006,2.0009,0.931,1.999,1.9966,0.553
953,15.8833,2.0005,2.0009,0.931,1.9948,1.9966,0.553
954,15.9,2.0003,2.0001,0.938,1.9898,1.9872,0.555
955,15.9167,2.0002,2.0001,0.937,1.9859,1.9872,0.555
956,15.9333,2.0,1.9997,0.925,1.9812,1.9779,0.54
957,15.95,1.9999,1.9997,0.925,1.9777,1.9779,0.54
958,15.9667,1.9997,1.9996,0.915,1.9735,1.9714,0.524
959,15.9833,1.9995,1.9996,0.916,1.9704,1.9714,0.524
960,16.0,1.9994,1.9995,0.912,1.9671,1.9646,0.52
961,16.0167,1.9994,1.9995,0.912,1.9648,1.9647,0.519
962,16.0333,1.9993,1.9991,0.915,1.9624,1.9592,0.51
963,16.05,1.9992,1.9991,0.915,1.9608,1.9592,0.51
964,16.0667,1.999,1.9991,0.915,1.9592,1.9572,0.503
965,16.0833,1.9989,1.9991,0.916,1.9583,1.9572,0.503
966,16.1,1.9988,1.9988,0.917,1.9574,1.957,0.515
967,16.1167,1.9988,1.9988,0.917,1.9571,1.9569,0.515
968,16.1333,1.9988,1.9985,0.922,1.9568,1.9567,0.532
969,16.15,1.9988,1.9984,0.922,1.9567,1.9567,0.531
970,16.1667,1.9989,1.9987,0.919,1.9565,1.9564,0.532
971,16.1833,1.9989,1.9987,0.919,1.9563,1.9565,0.531
972,16.2,1.999,1.9992,0.916,1.9559,1.9566,0.513
973,16.2167,1.9991,1.9993,0.916,1.9556,1.9566,0.513
974,16.2333,1.9993,1.9994,0.918,1.955,1.9551,0.502
975,16.25,1.9994,1.9994,0.918,1.9546,1.9552,0.502
976,16.2667,1.9995,1.9994,0.92,1.9537,1.9534,0.515
977,16.2833,1.9996,1.9995,0.919,1.9528,1.9534,0.515
978,16.3,1.9997,1.9999,0.931,1.9515,1.9521,0.526
979,16.3167,1.9998,2.0,0.931,1.9504,1.9521,0.527
980,16.3333,2.0,1.9999,0.941,1.9491,1.9486,0.546
981,16.35,2.0001,1.9999,0.941,1.948,1.9486,0.545
982,16.3667,2.0004,2.0002,0.928,1.9466,1.9451,0.541
983,16.3833,2.0006,2.0002,0.928,1.9454,1.9451,0.54
984,16.4,2.0008,2.0009,0.922,1.9438,1.9434,0.53
985,16.4167,2.001,2.0009,0.922,1.9427,1.9435,0.53
986,16.4333,2.0014,2.0015,0.914,1.9414,1.9411,0.522
987,16.45,2.0017,2.0015,0.913,1.9404,1.9411,0.521
988,16.4667,2.0021,2.0018,0.906,1.9393,1.9382,0.513
989,16.4833,2.0024,2.0018,0.906,1.9383,1.9381,0.514
990,16.5,2.0027,2.0034,0.905,1.9373,1.9366,0.507
991,16.5167,2.003,2.0034,0.905,1.9364,1.9366,0.506
992,16.5333,2.0034,2.0036,0.902,1.9356,1.935,0.498
993,16.55,2.0038,2.0036,0.902,1.9351,1.935,0.498
994,16.5667,2.0042,2.0038,0.891,1.9349,1.9337,0.502
995,16.5833,2.0046,2.0038,0.891,1.9348,1.9336,0.503
996,16.6,2.0048,2.0052,0.891,1.935,1.9335,0.501
997,16.6167,2.0051,2.0052,0.891,1.9354,1.9335,0.501
998,16.6333,2.0052,2.0063,0.883,1.936,1.9363,0.501
999,16.65,2.0053,2.0063,0.883,1.9368,1.9363,0.501
1000,16.6667,2.0054,2.0059,0.882,1.9382,1.9384,0.504
1001,16.6833,2.0052,2.0059,0.882,1.9396,1.9384,0.504
1002,16.7,2.005,2.0047,0.881,1.9418,1.9408,0.514
1003,16.7167,2.0045,2.0047,0.881,1.9436,1.9407,0.514
1004,16.7333,2.0042,2.004,0.882,1.9464,1.9462,0.545
1005,16.75,2.0039,2.0041,0.882,1.949,1.9463,0.545
1006,16.7667,2.0036,2.0026,0.883,1.9527,1.9528,0.562
1007,16.7833,2.0034,2.0026,0.883,1.9562,1.9527,0.562
1008,16.8,2.0031,2.0032,0.88,1.9609,1.9614,0.543
1009,16.8167,2.0028,2.0032,0.879,1.965,1.9613,0.543
1010,16.8333,2.0024,2.0032,0.881,1.9704,1.9721,0.524
1011,16.85,2.0022,2.0032,0.881,1.975,1.9721,0.523
1012,16.8667,2.0018,2.0015,0.883,1.9805,1.9832,0.498
1013,16.8833,2.0014,2.0016,0.882,1.9851,1.9833,0.496
1014,16.9,2.0009,2.0006,0.885,1.9907,1.9946,0.485
1015,16.9167,2.0005,2.0006,0.885,1.9951,1.9946,0.483
1016,16.9333,1.9999,1.9992,0.882,2.0,2.0022,0.491
1017,16.95,1.9996,1.9992,0.881,2.0037,2.0023,0.492
1018,16.9667,1.9992,1.9992,0.876,2.0078,2.0116,0.482
1019,16.9833,1.999,1.9992,0.875,2.0107,2.0116,0.482
1020,17.0,1.9986,1.9983,0.872,2.0138,2.0163,0.47
1021,17.0167,1.9985,1.9983,0.872,2.0161,2.0164,0.47
1022,17.0333,1.9981,1.9983,0.865,2.0183,2.0206,0.456
1023,17.05,1.9977,1.9983,0.865,2.0196,2.0206,0.456
1024,17.0667,1.9974,1.9976,0.868,2.0206,2.0228,0.474
1025,17.0833,1.9971,1.9976,0.868,2.0212,2.0228,0.474
1026,17.1,1.9969,1.9959,0.874,2.0216,2.0226,0.474
1027,17.1167,1.9967,1.9959,0.874,2.0215,2.0225,0.474
1028,17.1333,1.9964,1.9961,0.88,2.0215,2.0213,0.479
1029,17.15,1.9961,1.9961,0.88,2.0211,2.0213,0.479
1030,17.1667,1.9959,1.9965,0.865,2.0207,2.02,0.484
1031,17.1833,1.9959,1.9964,0.865,2.0203,2.02,0.485
1032,17.2,1.996,1.9952,0.864,2.0197,2.0197,0.483
1033,17.2167,1.996,1.9952,0.864,2.0193,2.0197,0.484
1034,17.2333,1.9962,1.9957,0.857,2.0186,2.0189,0.498
1035,17.25,1.9963,1.9958,0.857,2.0181,2.0189,0.499
1036,17.2667,1.9963,1.9968,0.854,2.0172,2.0175,0.493
1037,17.2833,1.9966,1.9968,0.853,2.0164,2.0175,0.492
1038,17.3,1.9969,1.9972,0.854,2.0152,2.0152,0.494
1039,17.3167,1.9972,1.9972,0.854,2.0141,2.0153,0.495
1040,17.3333,1.9976,1.9972,0.851,2.0127,2.0123,0.487
1041,17.35,1.9978,1.9972,0.852,2.0114,2.0123,0.489
1042,17.3667,1.9981,1.9985,0.852,2.0098,2.0089,0.492
1043,17.3833,1.9983,1.9985,0.852,2.0084,2.009,0.492
1044,17.4,1.9986,1.9988,0.855,2.0063,2.0062,0.485
1045,17.4167,1.9988,1.9988,0.855,2.0046,2.0062,0.485
1046,17.4333,1.9992,1.9994,0.852,2.0027,2.0027,0.489
1047,17.45,1.9993,1.9994,0.852,2.0011,2.0027,0.488
1048,17.4667,1.9995,1.9995,0.847,1.9992,1.9966,0.483
1049,17.4833,1.9996,1.9995,0.847,1.9977,1.9966,0.484
1050,17.5,1.9998,1.9999,0.841,1.9959,1.9948,0.501
1051,17.5167,1.9998,2.0,0.84,1.9946,1.995,0.501
1052,17.5333,1.9999,2.0001,0.836,1.9933,1.9922,0.511
1053,17.55,1.9999,2.0001,0.835,1.9926,1.9922,0.511
1054,17.5667,1.9999,2.0,0.833,1.9922,1.9905,0.517
1055,17.5833,1.9998,2.0,0.833,1.9919,1.9904,0.517
1056,17.6,1.9998,1.9998,0.831,1.9921,1.9909,0.526
1057,17.6167,1.9998,1.9998,0.831,1.9925,1.9909,0.524
1058,17.6333,1.9997,1.9993,0.831,1.9933,1.9925,0.523
1059,17.65,1.9997,1.9993,0.831,1.9944,1.9926,0.521
1060,17.6667,1.9997,2.0,0.834,1.9957,1.9962,0.52
1061,17.6833,1.9997,2.0,0.834,1.997,1.9962,0.519
1062,17.7,1.9997,1.9995,0.839,1.9985,1.9998,0.514
1063,17.7167,1.9997,1.9994,0.839,1.9999,1.9997,0.512
1064,17.7333,1.9996,1.9999,0.848,2.0015,2.0026,0.542
1065,17.75,1.9995,1.9999,0.848,2.0026,2.0025,0.542
1066,17.7667,1.9994,1.9996,0.858,2.0042,2.0049,0.546
1067,17.7833,1.9992,1.9996,0.858,2.0054,2.0049,0.546
1068,17.8,1.999,1.9989,0.868,2.0071,2.0065,0.551
1069,17.8167,1.9988,1.9989,0.868,2.0085,2.0065,0.552
1070,17.8333,1.9985,1.9984,0.869,2.0104,2.0106,0.531
1071,17.85,1.9982,1.9984,0.868,2.012,2.0107,0.53
1072,17.8667,1.998,1.9976,0.866,2.014,2.015,0.532
1073,17.8833,1.9978,1.9976,0.866,2.0159,2.015,0.531
1074,17.9,1.9977,1.9973,0.868,2.0185,2.0192,0.563
1075,17.9167,1.9976,1.9973,0.868,2.0206,2.0192,0.562
1076,17.9333,1.9976,1.9974,0.868,2.0233,2.0236,0.583
1077,17.95,1.9977,1.9974,0.868,2.0255,2.0236,0.583
1078,17.9667,1.9978,1.9979,0.861,2.0282,2.0297,0.569
1079,17.9833,1.998,1.9979,0.861,2.0305,2.0296,0.569
1080,18.0,1.9981,1.9983,0.852,2.0331,2.0347,0.54
1081,18.0167,1.9983,1.9983,0.852,2.0352,2.0348,0.54
1082,18.0333,1.9985,1.9986,0.851,2.0376,2.0399,0.526
1083,18.05,1.9986,1.9986,0.851,2.0394,2.0399,0.526
1084,18.0667,1.9988,1.9988,0.841,2.0412,2.0423,0.517
1085,18.0833,1.9989,1.9988,0.841,2.0424,2.0423,0.516
1086,18.1,1.999,1.9993,0.832,2.0436,2.0454,0.505
1087,18.1167,1.999,1.9993,0.832,2.0442,2.0454,0.505
1088,18.1333,1.9992,1.9992,0.833,2.0447,2.0457,0.501
1089,18.15,1.9993,1.9992,0.833,2.0448,2.0457,0.5
1090,18.1667,1.9993,1.9991,0.845,2.0448,2.0457,0.492
1091,18.1833,1.9992,1.9991,0.846,2.0444,2.0457,0.493
1092,18.2,1.9991,1.9997,0.842,2.0437,2.0437,0.489
1093,18.2167,1.999,1.9997,0.841,2.0431,2.0437,0.489
1094,18.2333,1.9988,1.9988,0.843,2.0422,2.0418,0.487
1095,18.25,1.9987,1.9988,0.843,2.0413,2.0418,0.487
1096,18.2667,1.9985,1.9983,0.843,2.0401,2.0398,0.472
1097,18.2833,1.9983,1.9983,0.842,2.0391,2.0398,0.471
1098,18.3,1.9979,1.9977,0.844,2.0374,2.0379,0.472
1099,18.3167,1.9977,1.9977,0.844,2.0359,2.0379,0.472
1100,18.3333,1.9976,1.9974,0.848,2.0337,2.0344,0.501
1101,18.35,1.9974,1.9975,0.849,2.0316,2.0344,0.499
1102,18.3667,1.9973,1.997,0.84,2.0287,2.0286,0.511
1103,18.3833,1.9971,1.9969,0.841,2.026,2.0285,0.511
1104,18.4,1.997,1.9971,0.838,2.0225,2.0216,0.519
1105,18.4167,1.9969,1.9971,0.838,2.0193,2.0216,0.519
1106,18.4333,1.9969,1.9968,0.835,2.0152,2.0135,0.513
1107,18.45,1.9969,1.9968,0.835,2.0118,2.0135,0.514
1108,18.4667,1.9969,1.9965,0.835,2.0072,2.006,0.531
1109,18.4833,1.9969,1.9965,0.834,2.0035,2.0061,0.531
1110,18.5,1.9967,1.9974,0.81,1.9985,1.9977,0.538
1111,18.5167,1.9967,1.9974,0.81,1.9945,1.9977,0.538
1112,18.5333,1.9965,1.9967,0.817,1.9894,1.9875,0.545
1113,18.55,1.9965,1.9967,0.816,1.9851,1.9875,0.545
1114,18.5667,1.9965,1.996,0.807,1.9797,1.9774,0.544
1115,18.5833,1.9965,1.996,0.807,1.9753,1.9774,0.543
1116,18.6,1.9966,1.9958,0.809,1.97,1.9672,0.539
1117,18.6167,1.9967,1.9958,0.809,1.9659,1.9672,0.539
1118,18.6333,1.9969,1.9972,0.806,1.9611,1.9579,0.563
1119,18.65,1.9972,1.9972,0.805,1.9575,1.958,0.562
1120,18.6667,1.9977,1.9976,0.802,1.9533,1.9503,0.569
1121,18.6833,1.9982,1.9976,0.802,1.9504,1.9503,0.568
1122,18.7,1.9987,1.9989,0.796,1.9469,1.9444,0.568
1123,18.7167,1.9991,1.9989,0.796,1.9445,1.9444,0.568
1124,18.7333,1.9997,2.0,0.795,1.9416,1.9404,0.562
1125,18.75,2.0002,2.0001,0.795,1.9396,1.9403,0.562
1126,18.7667,2.0009,2.0009,0.792,1.9373,1.9362,0.561
1127,18.7833,2.0014,2.0008,0.792,1.9357,1.9361,0.561
1128,18.8,2.002,2.0025,0.786,1.9339,1.9324,0.539
1129,18.8167,2.0024,2.0025,0.786,1.9325,1.9323,0.539
1130,18.8333,2.0029,2.0036,0.785,1.9311,1.9296,0.535
1131,18.85,2.0033,2.0035,0.785,1.9302,1.9295,0.537
1132,18.8667,2.0035,2.0039,0.79,1.9294,1.9279,0.53
1133,18.8833,2.0036,2.004,0.79,1.929,1.9279,0.53
1134,18.9,2.0036,2.0043,0.795,1.9288,1.928,0.504
1135,18.9167,2.0035,2.0043,0.796,1.9289,1.928,0.504
1136,18.9333,2.0031,2.0032,0.8,1.9293,1.9288,0.506
1137,18.95,2.0026,2.0033,0.799,1.9298,1.9288,0.506
1138,18.9667,2.0022,2.0023,0.809,1.9306,1.9306,0.503
1139,18.9833,2.0017,2.0023,0.809,1.9314,1.9306,0.503
1140,19.0,2.0011,2.0,0.816,1.9326,1.9328,0.505
1141,19.0167,2.0006,2.0,0.816,1.9336,1.9328,0.505
1142,19.0333,2.0,1.9997,0.833,1.9353,1.9351,0.502
1143,19.05,1.9995,1.9997,0.832,1.9368,1.9351,0.501
1144,19.0667,1.9989,1.9988,0.824,1.9388,1.9384,0.512
1145,19.0833,1.9985,1.9988,0.824,1.9406,1.9384,0.513
1146,19.1,1.9981,1.9981,0.829,1.9431,1.9439,0.513
1147,19.1167,1.9976,1.9981,0.829,1.9454,1.9439,0.513
1148,19.1333,1.997,1.9965,0.831,1.9484,1.9491,0.515
1149,19.15,1.9964,1.9966,0.831,1.9511,1.9491,0.514
1150,19.1667,1.9957,1.996,0.808,1.9546,1.9553,0.52
1151,19.1833,1.9951,1.996,0.808,1.9575,1.9553,0.52
1152,19.2,1.9946,1.9938,0.801,1.9614,1.9626,0.526
1153,19.2167,1.9942,1.9939,0.801,1.9647,1.9626,0.526
1154,19.2333,1.9941,1.9926,0.804,1.969,1.9696,0.561
1155,19.25,1.994,1.9926,0.804,1.9725,1.9696,0.562
1156,19.2667,1.9941,1.9932,0.787,1.9765,1.9791,0.559
1157,19.2833,1.9944,1.9932,0.787,1.9796,1.9794,0.559
1158,19.3,1.9948,1.9952,0.786,1.9835,1.9872,0.569
1159,19.3167,1.9953,1.9951,0.787,1.9866,1.9872,0.568
1160,19.3333,1.9959,1.9971,0.782,1.9905,1.991,0.562
1161,19.35,1.9965,1.997,0.782,1.9932,1.991,0.562
1162,19.3667,1.9971,1.9972,0.777,1.9965,1.9977,0.548
1163,19.3833,1.9975,1.9972,0.776,1.999,1.9976,0.549
1164,19.4,1.9979,1.998,0.77,2.0018,2.004,0.499
1165,19.4167,1.9981,1.998,0.77,2.0042,2.004,0.497
1166,19.4333,1.9984,1.9987,0.77,2.0065,2.0091,0.469
1167,19.45,1.9987,1.9987,0.77,2.0081,2.0091,0.469
1168,19.4667,1.9989,1.9989,0.775,2.0098,2.0125,0.477
1169,19.4833,1.999,1.999,0.775,2.0108,2.0124,0.477
1170,19.5,1.9991,1.9997,0.786,2.0116,2.0119,0.46
1171,19.5167,1.9991,1.9997,0.786,2.012,2.0119,0.459
1172,19.5333,1.9991,1.999,0.801,2.012,2.013,0.462
1173,19.55,1.999,1.999,0.8,2.0117,2.0129,0.461
1174,19.5667,1.9988,1.999,0.817,2.0108,2.012,0.464
1175,19.5833,1.9986,1.999,0.817,2.01,2.012,0.464
1176,19.6,1.9982,1.9983,0.826,2.0087,2.0098,0.482
1177,19.6167,1.998,1.9983,0.825,2.0073,2.0098,0.482
1178,19.6333,1.9977,1.9975,0.829,2.0059,2.0042,0.507
1179,19.65,1.9975,1.9975,0.829,2.0046,2.0043,0.506
1180,19.6667,1.9972,1.9966,0.826,2.0031,2.0006,0.505
1181,19.6833,1.997,1.9966,0.826,2.0019,2.0006,0.505
1182,19.7,1.9968,1.9968,0.823,2.0007,2.0,0.509
1183,19.7167,1.9967,1.9968,0.822,2.0001,2.0,0.509
1184,19.7333,1.9967,1.9962,0.818,1.9995,1.9989,0.516
1185,19.75,1.9967,1.9962,0.818,1.9992,1.9989,0.515
1186,19.7667,1.9969,1.9968,0.809,1.9986,1.999,0.514
1187,19.7833,1.997,1.9968,0.808,1.9982,1.9991,0.514
1188,19.8,1.9972,1.9973,0.797,1.9976,1.9981,0.515
1189,19.8167,1.9975,1.9972,0.797,1.9972,1.9981,0.516
1190,19.8333,1.9977,1.9977,0.804,1.9967,1.9957,0.518
1191,19.85,1.9979,1.9977,0.803,1.9961,1.9957,0.518
1192,19.8667,1.9982,1.9989,0.803,1.9955,1.9949,0.518
1193,19.8833,1.9985,1.9989,0.803,1.995,1.9949,0.517
1194,19.9,1.9988,1.9984,0.79,1.9943,1.9944,0.524
1195,19.9167,1.999,1.9984,0.79,1.9939,1.9944,0.523
1196,19.9333,1.9992,1.9994,0.792,1.9933,1.9935,0.522
1197,19.95,1.9993,1.9994,0.792,1.9928,1.9935,0.522
1198,19.9667,1.9996,2.0001,0.785,1.9923,1.9919,0.513
1199,19.9833,1.9999,2.0001,0.785,1.9919,1.9918,0.512
1200,20.0,2.0002,1.9997,0.775,1.9915,1.9902,0.505
1201,20.0167,2.0003,1.9997,0.775,1.9911,1.9903,0.504
1202,20.0333,2.0005,2.0012,0.765,1.9906,1.9909,0.505
1203,20.05,2.0006,2.0012,0.765,1.9903,1.991,0.505
1204,20.0667,2.0007,2.001,0.758,1.9906,1.9902,0.495
1205,20.0833,2.0009,2.001,0.757,1.9911,1.9902,0.494
1206,20.1,2.001,2.0009,0.758,1.9919,1.9888,0.479
1207,20.1167,2.0009,2.001,0.758,1.9926,1.9891,0.479
1208,20.1333,2.0006,2.0009,0.763,1.9931,1.9948,0.477
1209,20.15,2.0003,2.0009,0.762,1.9936,1.9949,0.477
